ID,Traditional,Source,Start,End,Transcribed,OK
B3L05-2-14,通,B3-05-2-2.mp3,145.8,147.17,通,1
B3L05-2-15,甚至,B3-05-2-2.mp3,159.64,161.18,甚至,1
B3L05-2-16,困,B3-05-2-2.mp3,174.28,175.41,困,1
B3L05-2-17,底下,B3-05-2-2.mp3,186.82,188.26,底下,1
B3L05-2-18,親眼,B3-05-2-2.mp3,199.04,200.77,親眼,1
B3L05-2-19,軍人,B3-05-2-2.mp3,212.32,214.03,軍人,1
B3L05-2-20,求救,B3-05-2-2.mp3,217.4,219.11,求救,1
B3L05-2-21,求,B3-05-2-2.mp3,232.82,234.22,求,1
B3L05-2-22,救災,B3-05-2-2.mp3,244.0,245.67,救災,1
B3L05-2-23,軍隊,B3-05-2-2.mp3,258.36,259.86,軍隊,1
B3L05-2-24,到達,B3-05-2-2.mp3,262.94,264.63,到達,1
B3L05-2-25,災區,B3-05-2-2.mp3,267.8,269.42,災區,1
B3L05-2-26,力量,B3-05-2-2.mp3,281.24,282.63,力量,1
B3L05-2-27,集合,B3-05-2-2.mp3,293.6,295.43,集合,1
B3L05-2-28,耐心,B3-05-2-2.mp3,316.07,317.62,耐心,1
B3L05-2-29,民眾,B3-05-2-2.mp3,329.96,331.4,民眾,1
B3L05-2-30,卡車,B3-05-2-2.mp3,344.02,345.79,卡車,1
B3L05-2-31,發,B3-05-2-2.mp3,349.26,350.47,發,1
B3L05-2-32,出力,B3-05-2-2.mp3,361.98,363.48,出力,1
B3L05-2-33,發揮,B3-05-2-2.mp3,377.32,379.01,發揮,1
B3L05-2-34,災民,B3-05-2-2.mp3,391.06,392.69,災民,1
B3L05-2-35,降低,B3-05-2-2.mp3,395.98,397.65,降低,1
B3L05-2-36,失去,B3-05-2-2.mp3,410.71,412.32,失去,1
B3L05-2-37,生命,B3-05-2-2.mp3,423.25,424.75,生命,1
B3L05-2-38,命,B3-05-2-2.mp3,436.5,437.58,命,1
B3L05-2-39,太平洋,B3-05-2-2.mp3,459.79,461.69,太平洋,1
B3L06-1-01,休閒,B3-06-1-2.mp3,4.27,6.06,休閒,1
B3L06-1-02,打算,B3-06-1-2.mp3,25.47,26.95,打算,1
B3L06-1-03,環島旅行,B3-06-1-2.mp3,38.68,41.08,環島旅行,1
B3L06-1-04,環島,B3-06-1-2.mp3,42.02,43.82,環島,1
B3L06-1-05,倒是,B3-06-1-2.mp3,57.84,59.24,倒是,1
B3L06-1-06,補習,B3-06-1-2.mp3,76.5,78.29,補習,1
B3L06-1-07,補習班,B3-06-1-2.mp3,79.24,81.03,補習班,1
B3L06-1-08,戶外,B3-06-1-2.mp3,94.39,95.81,戶外,1
B3L06-1-09,室內,B3-06-1-2.mp3,96.75,98.15,室內,1
B3L06-1-10,調查,B3-06-1-2.mp3,110.55,112.03,調查,1
B3L06-1-11,青少年,B3-06-1-2.mp3,124.71,126.63,青少年,1
B3L06-1-12,兒童,B3-06-1-2.mp3,127.55,129.28,兒童,1
B3L06-1-13,之,B3-06-1-2.mp3,132.33,133.44,之,1
B3L06-1-14,場所,B3-06-1-2.mp3,145.49,147.22,場所,1
B3L06-1-15,驚訝,B3-06-1-2.mp3,160.55,161.86,驚訝,1
B3L06-1-16,滑雪,B3-06-1-2.mp3,178.12,180.06,滑雪,2
B3L06-1-17,滑,B3-06-1-2.mp3,180.99,182.26,滑,1
B3L06-1-18,刺激,B3-06-1-2.mp3,195.65,197.17,刺激,1
B3L06-1-19,身心,B3-06-1-2.mp3,217.35,219.23,身心,1
B3L06-1-20,流汗,B3-06-1-2.mp3,233.51,234.95,流汗,1
B3L06-1-21,海灘,B3-06-1-2.mp3,246.71,248.17,海灘,1
B3L06-1-22,球員,B3-06-1-2.mp3,257.22,258.93,球員,1
B3L06-1-23,球,B3-06-1-2.mp3,259.88,261.28,球,1
B3L06-1-24,嘗試,B3-06-1-2.mp3,264.46,266.04,嘗試,1
B3L06-1-25,障礙,B3-06-1-2.mp3,277.56,279.04,障礙,1
B3L06-1-26,克服,B3-06-1-2.mp3,291.37,293.08,克服,1
B3L06-1-27,衝浪,B3-06-1-2.mp3,306.13,307.53,衝浪,1
B3L06-1-28,衝浪板,B3-06-1-2.mp3,308.49,310.41,衝浪板,1
B3L06-1-29,酷,B3-06-1-2.mp3,321.04,322.04,酷,1
B3L06-1-30,好了,B3-06-1-2.mp3,336.44,337.79,好了,2
B3L06-1-31,叔叔,B3-06-1-2.mp3,348.89,350.39,叔叔,1
B3L06-1-32,阿姨,B3-06-1-2.mp3,351.33,352.77,阿姨,1
B3L06-1-33,牙齒,B3-06-1-2.mp3,356.08,357.98,牙齒,2
B3L06-1-34,牙,B3-06-1-2.mp3,358.9,360.23,牙,2
B3L06-1-35,流血,B3-06-1-2.mp3,363.46,365.38,流血,2
B3L06-1-36,流,B3-06-1-2.mp3,366.31,367.62,流,3
B3L06-1-37,血,B3-06-1-2.mp3,368.56,370.23,血,3
B3L06-1-38,總算,B3-06-1-2.mp3,381.81,383.35,總算,3
B3L06-1-39,既然,B3-06-1-2.mp3,395.1,396.67,既然,3
B3L06-1-40,主動,B3-06-1-2.mp3,406.77,408.4,主動,3
B3L06-1-41,招待,B3-06-1-2.mp3,420.65,422.12,招待,3
B3L06-1-42,練,B3-06-1-2.mp3,434.33,435.31,練,2
B3L06-1-43,自由自在,B3-06-1-2.mp3,459.94,462.0,自由自在,2
B3L06-2-01,部門,B3-06-2-2.mp3,4.31,5.77,部門,1
B3L06-2-02,規劃/規畫,B3-06-2-2.mp3,8.67,10.02,規劃,1
B3L06-2-03,犧牲,B3-06-2-2.mp3,21.71,23.56,犧牲,1
B3L06-2-04,行程,B3-06-2-2.mp3,33.95,35.89,行程,1
B3L06-2-05,秒,B3-06-2-2.mp3,49.31,50.73,秒,1
B3L06-2-06,必要,B3-06-2-2.mp3,53.71,54.93,必要,1
B3L06-2-07,酒吧,B3-06-2-2.mp3,68.38,70.08,酒吧,2
B3L06-2-08,夜店,B3-06-2-2.mp3,70.98,72.54,夜店,2
B3L06-2-09,噪音,B3-06-2-2.mp3,75.38,77.0,噪音,2
B3L06-2-10,不能不,B3-06-2-2.mp3,90.47,91.97,不能不,1
B3L06-2-11,醉,B3-06-2-2.mp3,102.02,103.15,醉,3
B3L06-2-12,正,B3-06-2-2.mp3,112.63,113.59,正,1
B3L06-2-13,吸毒,B3-06-2-2.mp3,123.49,125.41,吸毒,1
B3L06-2-14,毒品,B3-06-2-2.mp3,126.35,128.2,毒品,1
B3L06-2-15,痛苦,B3-06-2-2.mp3,140.69,142.37,痛苦,1
B3L06-2-16,抓,B3-06-2-2.mp3,153.88,155.06,抓,1
B3L06-2-17,傷害,B3-06-2-2.mp3,181.27,182.71,傷害,1
B3L06-2-18,重新,B3-06-2-2.mp3,192.39,194.06,重新,1
B3L06-2-19,音響,B3-06-2-2.mp3,207.63,209.21,音響,1
B3L06-2-20,樂團,B3-06-2-2.mp3,212.47,214.14,樂團,1
B3L06-2-21,釣魚,B3-06-2-2.mp3,225.75,227.23,釣魚,1
B3L06-2-22,釣,B3-06-2-2.mp3,228.27,229.19,釣,1
B3L06-2-23,摘,B3-06-2-2.mp3,241.19,242.25,摘,1
B3L06-2-24,院子,B3-06-2-2.mp3,264.59,265.88,院子,1
B3L06-2-25,開花,B3-06-2-2.mp3,269.03,270.61,開花,1
B3L06-2-26,季節,B3-06-2-2.mp3,283.55,285.2,季節,1
B3L06-2-27,煙火,B3-06-2-2.mp3,288.39,290.1,煙火,1
B3L06-2-28,過去,B3-06-2-2.mp3,300.04,301.49,過去,1
B3L06-2-29,分分秒秒,B3-06-2-2.mp3,314.48,316.73,分分秒秒,1
B3L07-1-01,背包客,B3-07-1-2.mp3,4.48,6.27,背包客,1
B3L07-1-02,旅行,B3-07-1-2.mp3,17.23,18.92,旅行,1
B3L07-1-03,草原,B3-07-1-2.mp3,32.51,34.29,草原,1
B3L07-1-04,平原,B3-07-1-2.mp3,35.33,37.27,平原,1
B3L07-1-05,部落格,B3-07-1-2.mp3,40.25,42.13,部落格,1
B3L07-1-06,日記,B3-07-1-2.mp3,45.31,46.66,日記,1
B3L07-1-07,充實,B3-07-1-2.mp3,58.42,60.28,充實,1
B3L07-1-08,獨特,B3-07-1-2.mp3,71.95,73.37,獨特,1
B3L07-1-09,相關,B3-07-1-2.mp3,86.11,87.88,相關,1
B3L07-1-10,詳細,B3-07-1-2.mp3,100.15,101.78,詳細,1
B3L07-1-11,視野,B3-07-1-2.mp3,112.33,114.08,視野,1
B3L07-1-12,數,B3-07-1-2.mp3,127.55,128.99,數,1
B3L07-1-13,產生,B3-07-1-2.mp3,143.47,145.32,產生,1
B3L07-1-14,猜,B3-07-1-2.mp3,155.21,156.62,猜,1
B3L07-1-15,難忘,B3-07-1-2.mp3,169.41,170.86,難忘,1
B3L07-1-16,氣象,B3-07-1-2.mp3,185.85,187.22,氣象,1
B3L07-1-17,預報,B3-07-1-2.mp3,190.61,191.91,預報,1
B3L07-1-18,頭,B3-07-1-2.mp3,202.31,203.59,頭,1
B3L07-1-19,天空,B3-07-1-2.mp3,217.91,219.7,天空,1
B3L07-1-20,溼/濕,B3-07-1-2.mp3,223.46,224.96,濕,3
B3L07-1-21,變化,B3-07-1-2.mp3,235.01,236.32,變化,1
B3L07-1-22,涼,B3-07-1-2.mp3,247.65,248.92,涼,1
B3L07-1-23,起,B3-07-1-2.mp3,268.85,270.27,起,1
B3L07-1-24,訊號,B3-07-1-2.mp3,282.37,283.77,訊號,1
B3L07-1-25,弱,B3-07-1-2.mp3,287.06,288.04,弱,1
B3L07-1-26,連絡/聯絡,B3-07-1-2.mp3,302.94,304.35,聯絡,1
B3L07-1-27,偏僻,B3-07-1-2.mp3,316.77,318.25,偏僻,1
B3L07-1-28,縮短,B3-07-1-2.mp3,331.77,333.56,縮短,1
B3L07-1-29,確定,B3-07-1-2.mp3,346.3,347.75,確定,1
B3L07-1-30,迷人,B3-07-1-2.mp3,375.44,377.13,迷人,1
B3L07-1-31,在意,B3-07-1-2.mp3,388.24,389.53,在意,1
B3L07-1-32,絕對,B3-07-1-2.mp3,402.26,403.7,絕對,1
B3L07-1-33,簽證,B3-07-1-2.mp3,416.48,417.92,簽證,1
B3L07-1-34,氣溫,B3-07-1-2.mp3,430.26,431.82,氣溫,1
B3L07-1-35,地形,B3-07-1-2.mp3,445.99,447.37,地形,1
B3L07-1-36,分開,B3-07-1-2.mp3,459.47,461.06,分開,1
B3L07-1-37,失戀,B3-07-1-2.mp3,485.16,486.66,失戀,1
B3L07-1-38,上山下海,B3-07-1-2.mp3,498.66,501.0,上山下海,1
B3L07-1-39,怎麼（一）回事,B3-07-1-2.mp3,514.4,515.96,怎麼回事,1
B3L07-2-01,兄弟,B3-07-2-2.mp3,4.35,5.81,兄弟,1
B3L07-2-02,景點,B3-07-2-2.mp3,18.32,20.13,景點,1
B3L07-2-03,代表,B3-07-2-2.mp3,33.16,34.68,代表,1
B3L07-2-04,歌仔戲,B3-07-2-2.mp3,47.65,49.56,歌仔戲,2
B3L07-2-05,殖民地,B3-07-2-2.mp3,52.54,54.5,殖民地,1
B3L07-2-06,殖民,B3-07-2-2.mp3,55.47,57.09,殖民,1
B3L07-2-07,詞,B3-07-2-2.mp3,67.52,68.92,詞,1
B3L07-2-08,用法,B3-07-2-2.mp3,71.98,73.63,用法,1
B3L07-2-09,就,B3-07-2-2.mp3,84.01,85.09,就,1
B3L07-2-10,選舉,B3-07-2-2.mp3,98.31,100.23,選舉,1
B3L07-2-11,當選,B3-07-2-2.mp3,103.53,105.39,當選,1
B3L07-2-12,確認,B3-07-2-2.mp3,116.64,118.19,確認,1
B3L07-2-13,約,B3-07-2-2.mp3,130.01,131.19,約,1
B3L07-2-14,寬,B3-07-2-2.mp3,143.12,144.29,寬,1
B3L07-2-15,平,B3-07-2-2.mp3,154.4,155.74,平,1
B3L07-2-16,欣賞,B3-07-2-2.mp3,168.26,170.09,欣賞,1
B3L07-2-17,天堂,B3-07-2-2.mp3,181.25,183.1,天堂,1
B3L07-2-18,凳子,B3-07-2-2.mp3,186.25,187.6,凳子,1
B3L07-2-19,專心,B3-07-2-2.mp3,190.71,192.37,專心,1
B3L07-2-20,演出,B3-07-2-2.mp3,205.18,206.84,演出,1
B3L07-2-21,熟悉,B3-07-2-2.mp3,227.81,229.56,熟悉,1
B3L07-2-22,幽默,B3-07-2-2.mp3,245.56,246.98,幽默,2
B3L07-2-23,經驗,B3-07-2-2.mp3,258.16,259.58,經驗,1
B3L07-2-24,趟,B3-07-2-2.mp3,272.26,273.24,趟,1
B3L07-2-25,困難,B3-07-2-2.mp3,284.94,286.55,困難,1
B3L08-1-01,穿著,B3-08-1-2.mp3,4.25,6.06,穿著,1
B3L08-1-02,品味,B3-08-1-2.mp3,19.21,20.69,品味,1
B3L08-1-03,風格,B3-08-1-2.mp3,23.83,25.69,風格,2
B3L08-1-04,名牌,B3-08-1-2.mp3,37.87,39.63,名牌,1
B3L08-1-05,看法,B3-08-1-2.mp3,42.71,44.49,看法,1
B3L08-1-06,誤會,B3-08-1-2.mp3,55.27,56.71,誤會,1
B3L08-1-07,相處,B3-08-1-2.mp3,86.89,88.71,相處,1
B3L08-1-08,不用說,B3-08-1-2.mp3,106.88,108.57,不用說,1
B3L08-1-09,有關,B3-08-1-2.mp3,121.93,123.54,有關,1
B3L08-1-10,無關,B3-08-1-2.mp3,124.47,126.15,無關,1
B3L08-1-11,講究,B3-08-1-2.mp3,153.54,155.06,講究,2
B3L08-1-12,自然,B3-08-1-2.mp3,168.17,169.75,自然,1
B3L08-1-13,地位,B3-08-1-2.mp3,194.62,195.96,地位,2
B3L08-1-14,話題,B3-08-1-2.mp3,208.41,210.18,話題,1
B3L08-1-15,舒適,B3-08-1-2.mp3,224.25,225.75,舒適,1
B3L08-1-16,屬於,B3-08-1-2.mp3,239.89,241.68,屬於,1
B3L08-1-17,商業,B3-08-1-2.mp3,253.89,255.49,商業,1
B3L08-1-18,現象,B3-08-1-2.mp3,268.41,269.95,現象,1
B3L08-1-19,相反,B3-08-1-2.mp3,282.21,284.11,相反,1
B3L08-1-20,天天,B3-08-1-2.mp3,295.45,297.11,天天,1
B3L08-1-21,上街,B3-08-1-2.mp3,309.49,311.11,上街,1
B3L08-1-22,限制,B3-08-1-2.mp3,322.05,323.61,限制,1
B3L08-1-23,櫃子,B3-08-1-2.mp3,335.15,336.4,櫃子,1
B3L08-1-24,真正,B3-08-1-2.mp3,339.57,340.86,真正,1
B3L08-1-25,需要,B3-08-1-2.mp3,364.47,365.87,需要,1
B3L08-1-26,醜,B3-08-1-2.mp3,377.97,379.41,醜,1
B3L08-1-27,自在,B3-08-1-2.mp3,393.77,395.25,自在,1
B3L08-1-28,主人,B3-08-1-2.mp3,407.61,409.26,主人,1
B3L08-1-29,信心,B3-08-1-2.mp3,421.39,423.11,信心,1
B3L08-1-30,條件,B3-08-1-2.mp3,434.57,436.09,條件,1
B3L08-1-31,魅力,B3-08-1-2.mp3,447.57,449.09,魅力,1
B3L08-1-32,一般來說,B3-08-1-2.mp3,466.61,468.63,一般來說,1
B3L08-2-01,快時尚,B3-08-2-2.mp3,4.31,6.15,快時尚,1
B3L08-2-02,時尚,B3-08-2-2.mp3,7.13,8.83,時尚,1
B3L08-2-03,合作,B3-08-2-2.mp3,11.79,13.06,合作,1
B3L08-2-04,為,B3-08-2-2.mp3,35.25,36.25,為,1
B3L08-2-05,播出,B3-08-2-2.mp3,46.61,47.91,播出,1
B3L08-2-06,樣式,B3-08-2-2.mp3,58.61,59.94,樣式,1
B3L08-2-07,所謂,B3-08-2-2.mp3,69.73,71.23,所謂,1
B3L08-2-08,掌握,B3-08-2-2.mp3,83.29,84.63,掌握,1
B3L08-2-09,趕上,B3-08-2-2.mp3,95.37,96.81,趕上,1
B3L08-2-10,擁有,B3-08-2-2.mp3,119.97,121.87,擁有,1
B3L08-2-11,平價,B3-08-2-2.mp3,135.21,136.75,評價,4
B3L08-2-12,平時,B3-08-2-2.mp3,148.61,150.46,平時,1
B3L08-2-13,承認,B3-08-2-2.mp3,161.49,162.95,承認,1
B3L08-2-14,自信,B3-08-2-2.mp3,173.65,175.05,自信,1
B3L08-2-15,冷靜,B3-08-2-2.mp3,187.75,189.33,冷靜,2
B3L08-2-16,況且,B3-08-2-2.mp3,201.9,203.75,況且,2
B3L08-2-17,使,B3-08-2-2.mp3,216.77,218.25,使,1
B3L08-2-18,非,B3-08-2-2.mp3,231.63,233.03,非,1
B3L08-2-19,畢竟,B3-08-2-2.mp3,244.88,246.3,畢竟,1
B3L08-2-20,帥,B3-08-2-2.mp3,258.48,259.67,帥,1
B3L08-2-21,正確,B3-08-2-2.mp3,271.69,273.15,正確,1
B3L09-1-01,得,B3-09-1-2.mp3,4.47,5.59,得,1
B3L09-1-02,安心,B3-09-1-2.mp3,15.43,16.95,安心,1
B3L09-1-03,醒,B3-09-1-2.mp3,29.48,30.96,醒,1
B3L09-1-04,哦,B3-09-1-2.mp3,52.48,53.65,哦,1
B3L09-1-05,罵,B3-09-1-2.mp3,68.71,69.57,罵,1
B3L09-1-06,反而,B3-09-1-2.mp3,80.61,82.13,反而,1
B3L09-1-07,受得了,B3-09-1-2.mp3,108.43,110.2,受得了,1
B3L09-1-08,教導,B3-09-1-2.mp3,121.87,123.54,教導,1
B3L09-1-09,社會,B3-09-1-2.mp3,148.18,149.45,社會,1
B3L09-1-10,升學,B3-09-1-2.mp3,161.54,163.13,升學,1
B3L09-1-11,教學,B3-09-1-2.mp3,166.6,168.38,教學,2
B3L09-1-12,重心,B3-09-1-2.mp3,171.54,173.17,重心,2
B3L09-1-13,成就,B3-09-1-2.mp3,186.27,187.75,成就,3
B3L09-1-14,堆,B3-09-1-2.mp3,202.19,203.31,堆,1
B3L09-1-15,測驗,B3-09-1-2.mp3,214.03,215.43,測驗,1
B3L09-1-16,題目,B3-09-1-2.mp3,237.79,239.08,題目,1
B3L09-1-17,記,B3-09-1-2.mp3,250.87,251.77,記,1
B3L09-1-18,及格,B3-09-1-2.mp3,264.09,265.55,及格,1
B3L09-1-19,成果,B3-09-1-2.mp3,276.87,278.66,成果,1
B3L09-1-20,家長,B3-09-1-2.mp3,288.75,290.55,家長,1
B3L09-1-21,不滿,B3-09-1-2.mp3,293.9,295.56,不滿,1
B3L09-1-22,教材,B3-09-1-2.mp3,307.29,309.06,教材,1
B3L09-1-23,工具,B3-09-1-2.mp3,321.39,322.74,工具,1
B3L09-1-24,帶領,B3-09-1-2.mp3,335.39,337.14,帶領,1
B3L09-1-25,吸收,B3-09-1-2.mp3,348.91,350.64,吸收,1
B3L09-1-26,舉手,B3-09-1-2.mp3,362.51,364.26,舉手,1
B3L09-1-27,請教,B3-09-1-2.mp3,368.03,369.68,請教,1
B3L09-1-28,制度,B3-09-1-2.mp3,382.32,383.61,制度,1
B3L09-1-29,特殊,B3-09-1-2.mp3,396.4,397.98,特殊,1
B3L09-1-30,合理,B3-09-1-2.mp3,421.66,423.39,合理,1
B3L09-1-31,水準,B3-09-1-2.mp3,436.2,438.18,水準,1
B3L09-1-32,培養,B3-09-1-2.mp3,451.27,453.27,培養,1
B3L09-1-33,外文,B3-09-1-2.mp3,465.8,467.42,外文,1
B3L09-1-34,放輕鬆,B3-09-1-2.mp3,472.8,474.82,放輕鬆,1
B3L09-2-01,尤其,B3-09-2-2.mp3,4.25,5.96,尤其,1
B3L09-2-02,似乎,B3-09-2-2.mp3,16.75,18.23,似乎,1
B3L09-2-03,因此,B3-09-2-2.mp3,30.15,31.75,因此,1
B3L09-2-04,博士,B3-09-2-2.mp3,46.25,47.75,博士,1
B3L09-2-05,達成,B3-09-2-2.mp3,51.05,52.85,達成,1
B3L09-2-06,國小,B3-09-2-2.mp3,63.85,65.54,國小,1
B3L09-2-07,國中,B3-09-2-2.mp3,68.57,70.25,國中,1
B3L09-2-08,科,B3-09-2-2.mp3,73.25,74.55,科,1
B3L09-2-09,高中,B3-09-2-2.mp3,87.44,89.15,高中,2
B3L09-2-10,筆記,B3-09-2-2.mp3,92.54,94.02,筆記,2
B3L09-2-11,本子,B3-09-2-2.mp3,97.17,98.46,本子,2
B3L09-2-12,重點,B3-09-2-2.mp3,101.58,103.46,重點,2
B3L09-2-13,便條,B3-09-2-2.mp3,106.58,108.35,便條,2
B3L09-2-14,滿,B3-09-2-2.mp3,120.17,121.56,滿,2
B3L09-2-15,考卷,B3-09-2-2.mp3,133.85,135.5,考卷,2
B3L09-2-16,實際,B3-09-2-2.mp3,138.73,140.38,實際,3
B3L09-2-17,缺乏,B3-09-2-2.mp3,154.75,156.46,缺乏,3
B3L09-2-18,新生,B3-09-2-2.mp3,169.71,171.42,新生,3
B3L09-2-19,錄取,B3-09-2-2.mp3,174.92,176.81,錄取,3
B3L09-2-20,大大,B3-09-2-2.mp3,191.83,193.19,大大,3
B3L09-2-21,減少,B3-09-2-2.mp3,205.79,207.56,減少,3
B3L09-2-22,擔任,B3-09-2-2.mp3,219.17,220.58,擔任,3
B3L09-2-23,主管,B3-09-2-2.mp3,223.79,225.54,主管,2
B3L09-2-24,負擔,B3-09-2-2.mp3,239.81,241.5,負擔,2
B3L09-2-25,代替,B3-09-2-2.mp3,263.11,264.49,代替,1
B3L09-2-26,答案,B3-09-2-2.mp3,275.69,277.17,答案,2
B3L09-2-27,貢獻,B3-09-2-2.mp3,288.32,289.95,貢獻,1
B3L10-1-01,健康檢查/健檢,B3-10-1-2.mp3,4.71,6.98,健康檢查,1
B3L10-1-02,檢查,B3-10-1-2.mp3,11.03,12.88,檢查,1
B3L10-1-03,簡介,B3-10-1-2.mp3,16.11,17.73,簡介,1
B3L10-1-04,辦理,B3-10-1-2.mp3,30.59,32.09,辦理,1
B3L10-1-05,一向,B3-10-1-2.mp3,45.25,46.79,一向,2
B3L10-1-06,良好,B3-10-1-2.mp3,60.59,62.38,良好,1
B3L10-1-07,發覺,B3-10-1-2.mp3,75.03,76.74,發覺,1
B3L10-1-08,毛病,B3-10-1-2.mp3,90.71,92.29,毛病,1
B3L10-1-09,直到,B3-10-1-2.mp3,115.71,117.23,直到,1
B3L10-1-10,全身,B3-10-1-2.mp3,131.78,133.53,全身,1
B3L10-1-11,病,B3-10-1-2.mp3,147.57,148.59,病,1
B3L10-1-12,主婦,B3-10-1-2.mp3,161.05,162.61,主婦,1
B3L10-1-13,單純,B3-10-1-2.mp3,165.97,167.89,單純,1
B3L10-1-14,管,B3-10-1-2.mp3,191.75,193.15,管,1
B3L10-1-15,被動,B3-10-1-2.mp3,220.91,222.39,被動,1
B3L10-1-16,溝通,B3-10-1-2.mp3,237.27,238.98,溝通,1
B3L10-1-17,配合,B3-10-1-2.mp3,251.59,253.24,配合,1
B3L10-1-18,害,B3-10-1-2.mp3,265.55,266.61,嗨,4
B3L10-1-19,發出,B3-10-1-2.mp3,278.87,280.58,發出,1
B3L10-1-20,警告,B3-10-1-2.mp3,308.17,309.69,警告,1
B3L10-1-21,表示,B3-10-1-2.mp3,338.13,339.67,表示,1
B3L10-1-22,基本,B3-10-1-2.mp3,352.95,354.65,基本,1
B3L10-1-23,對象,B3-10-1-2.mp3,378.87,380.27,對象,1
B3L10-1-24,年齡,B3-10-1-2.mp3,383.85,385.49,年齡,1
B3L10-1-25,沒什麼,B3-10-1-2.mp3,399.81,401.46,沒什麼,3
B3L10-1-26,可靠,B3-10-1-2.mp3,416.48,418.06,可靠,3
B3L10-1-27,填,B3-10-1-2.mp3,431.44,432.98,填,2
B3L10-1-28,表,B3-10-1-2.mp3,436.5,437.94,表,2
B3L10-1-29,願望,B3-10-1-2.mp3,450.06,451.46,願望,2
B3L10-1-30,說也奇怪,B3-10-1-2.mp3,465.92,468.31,說也奇怪,2
B3L10-2-01,伯伯,B3-10-2-2.mp3,4.71,5.86,伯伯,1
B3L10-2-02,期間,B3-10-2-2.mp3,9.08,11.02,期間,2
B3L10-2-03,挫折,B3-10-2-2.mp3,25.0,26.85,挫折,2
B3L10-2-04,堅強,B3-10-2-2.mp3,41.25,42.96,堅強,2
B3L10-2-05,安定,B3-10-2-2.mp3,57.03,58.39,安定,1
B3L10-2-06,榜樣,B3-10-2-2.mp3,73.19,74.67,榜樣,1
B3L10-2-07,堅持,B3-10-2-2.mp3,87.93,89.64,堅持,1
B3L10-2-08,到底,B3-10-2-2.mp3,116.77,118.65,到底,1
B3L10-2-09,標準,B3-10-2-2.mp3,131.03,132.85,標準,1
B3L10-2-10,較,B3-10-2-2.mp3,156.03,157.13,較,1
B3L10-2-11,主角,B3-10-2-2.mp3,169.99,171.8,主角,1
B3L10-2-12,銷售,B3-10-2-2.mp3,188.17,190.06,銷售,2
B3L10-2-13,記憶,B3-10-2-2.mp3,214.87,216.52,記憶,1
B3L10-2-14,打仗,B3-10-2-2.mp3,231.17,233.0,打仗,2
B3L10-2-15,激烈,B3-10-2-2.mp3,246.99,248.47,激烈,1
B3L10-2-16,早日,B3-10-2-2.mp3,274.61,276.09,早日,1
B3L10-2-17,調整,B3-10-2-2.mp3,286.83,288.65,調整,1
B3L10-2-18,作息,B3-10-2-2.mp3,300.58,302.42,作息,2
B3L10-2-19,符合,B3-10-2-2.mp3,312.92,314.5,符合,2
B3L10-2-20,按,B3-10-2-2.mp3,327.59,328.67,按,1
B3L10-2-21,一再,B3-10-2-2.mp3,340.95,342.26,一再,1
B3L10-2-22,假如,B3-10-2-2.mp3,355.6,357.38,假如,2
B3L10-2-23,上帝,B3-10-2-2.mp3,371.15,372.73,上帝,1
B3L10-2-24,最初,B3-10-2-2.mp3,386.44,388.42,最初,2
B3L10-2-25,淡,B3-10-2-2.mp3,403.85,404.96,淡,2
B3L10-2-26,協助,B3-10-2-2.mp3,415.9,417.58,協助,3
B3L10-2-27,教,B3-10-2-2.mp3,431.25,432.38,教,3
B3L10-2-28,僅僅,B3-10-2-2.mp3,445.75,447.54,僅僅,1
B3L10-2-29,不幸,B3-10-2-2.mp3,462.27,463.92,不幸,1
B3L10-2-30,去世,B3-10-2-2.mp3,467.76,469.55,去世,1
B3L11-1-01,交友,B3-11-1-2.mp3,4.8,6.63,交友,1
B3L11-1-02,透過,B3-11-1-2.mp3,16.93,18.41,透過,1
B3L11-1-03,網友,B3-11-1-2.mp3,28.96,30.84,網友,1
B3L11-1-04,騙,B3-11-1-2.mp3,34.24,35.32,騙,1
B3L11-1-05,騙子,B3-11-1-2.mp3,47.56,48.9,騙子,1
B3L11-1-06,假裝,B3-11-1-2.mp3,52.22,53.95,假裝,1
B3L11-1-07,故意,B3-11-1-2.mp3,67.45,68.84,故意,1
B3L11-1-08,老實,B3-11-1-2.mp3,81.29,83.1,老實,1
B3L11-1-09,表面,B3-11-1-2.mp3,95.64,97.22,表面,1
B3L11-1-10,上,B3-11-1-2.mp3,108.16,109.24,上,1
B3L11-1-11,對方,B3-11-1-2.mp3,121.15,122.78,對方,1
B3L11-1-12,句,B3-11-1-2.mp3,135.19,136.17,句,1
B3L11-1-13,問候,B3-11-1-2.mp3,147.71,149.09,問候,1
B3L11-1-14,進一步,B3-11-1-2.mp3,159.36,160.75,進一步,1
B3L11-1-15,車禍,B3-11-1-2.mp3,174.1,175.66,車禍,1
B3L11-1-16,以下,B3-11-1-2.mp3,184.6,186.04,以下,1
B3L11-1-17,以上,B3-11-1-2.mp3,187.16,188.68,以上,1
B3L11-1-18,陌生,B3-11-1-2.mp3,205.91,207.48,陌生,1
B3L11-1-19,假,B3-11-1-2.mp3,221.35,222.69,假,1
B3L11-1-20,成,B3-11-1-2.mp3,237.15,238.55,成,1
B3L11-1-21,同情,B3-11-1-2.mp3,252.78,254.46,同情,1
B3L11-1-22,誠實,B3-11-1-2.mp3,268.35,270.06,誠實,1
